# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.500000e+01
# lRef        : 1.420000e+00
# Aref        : 2.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
567           	-7.875952e-01	5.675455e-01	-1.919112e+00	-1.747151e+00	-1.719606e-01
568           	-7.875609e-01	5.675295e-01	-1.919044e+00	-1.747083e+00	-1.719613e-01
569           	-7.875612e-01	5.675270e-01	-1.919042e+00	-1.747082e+00	-1.719600e-01
570           	-7.875635e-01	5.675219e-01	-1.919043e+00	-1.747085e+00	-1.719581e-01
571           	-7.875328e-01	5.674935e-01	-1.918977e+00	-1.747021e+00	-1.719558e-01
572           	-7.875326e-01	5.674940e-01	-1.918977e+00	-1.747021e+00	-1.719558e-01
573           	-7.875313e-01	5.674951e-01	-1.918976e+00	-1.747019e+00	-1.719565e-01
574           	-7.874988e-01	5.675055e-01	-1.918932e+00	-1.746965e+00	-1.719671e-01
575           	-7.874961e-01	5.675112e-01	-1.918930e+00	-1.746961e+00	-1.719692e-01
576           	-7.874664e-01	5.674775e-01	-1.918861e+00	-1.746897e+00	-1.719640e-01
577           	-7.874662e-01	5.674763e-01	-1.918859e+00	-1.746896e+00	-1.719632e-01
578           	-7.874645e-01	5.674820e-01	-1.918860e+00	-1.746895e+00	-1.719657e-01
579           	-7.874304e-01	5.674583e-01	-1.918779e+00	-1.746820e+00	-1.719589e-01
580           	-7.874308e-01	5.674560e-01	-1.918777e+00	-1.746819e+00	-1.719578e-01
581           	-7.874324e-01	5.674526e-01	-1.918778e+00	-1.746822e+00	-1.719567e-01
582           	-7.874067e-01	5.674482e-01	-1.918732e+00	-1.746773e+00	-1.719594e-01
583           	-7.874052e-01	5.674497e-01	-1.918730e+00	-1.746770e+00	-1.719598e-01
584           	-7.873568e-01	5.674612e-01	-1.918668e+00	-1.746691e+00	-1.719772e-01
585           	-7.873564e-01	5.674594e-01	-1.918666e+00	-1.746690e+00	-1.719767e-01
586           	-7.873570e-01	5.674608e-01	-1.918667e+00	-1.746691e+00	-1.719767e-01
587           	-7.873367e-01	5.674531e-01	-1.918636e+00	-1.746655e+00	-1.719813e-01
588           	-7.873366e-01	5.674540e-01	-1.918636e+00	-1.746655e+00	-1.719817e-01
589           	-7.873240e-01	5.674738e-01	-1.918629e+00	-1.746638e+00	-1.719904e-01
590           	-7.873215e-01	5.674756e-01	-1.918625e+00	-1.746634e+00	-1.719909e-01
591           	-7.873209e-01	5.674777e-01	-1.918625e+00	-1.746633e+00	-1.719915e-01
592           	-7.873110e-01	5.674240e-01	-1.918564e+00	-1.746593e+00	-1.719710e-01
593           	-7.873104e-01	5.674242e-01	-1.918562e+00	-1.746591e+00	-1.719705e-01
594           	-7.872938e-01	5.674341e-01	-1.918544e+00	-1.746566e+00	-1.719781e-01
595           	-7.872918e-01	5.674393e-01	-1.918543e+00	-1.746563e+00	-1.719796e-01
596           	-7.872917e-01	5.674423e-01	-1.918546e+00	-1.746565e+00	-1.719811e-01
597           	-7.872950e-01	5.674016e-01	-1.918519e+00	-1.746555e+00	-1.719646e-01
598           	-7.872925e-01	5.674040e-01	-1.918515e+00	-1.746550e+00	-1.719652e-01
599           	-7.872570e-01	5.674497e-01	-1.918498e+00	-1.746506e+00	-1.719921e-01
600           	-7.872555e-01	5.674508e-01	-1.918496e+00	-1.746503e+00	-1.719925e-01
601           	-7.872567e-01	5.674493e-01	-1.918496e+00	-1.746505e+00	-1.719915e-01
602           	-7.872457e-01	5.674384e-01	-1.918484e+00	-1.746488e+00	-1.719962e-01
603           	-7.872449e-01	5.674395e-01	-1.918483e+00	-1.746486e+00	-1.719965e-01
604           	-7.872262e-01	5.674509e-01	-1.918472e+00	-1.746462e+00	-1.720097e-01
605           	-7.872240e-01	5.674523e-01	-1.918468e+00	-1.746458e+00	-1.720100e-01
606           	-7.872265e-01	5.674448e-01	-1.918468e+00	-1.746460e+00	-1.720073e-01
607           	-7.872024e-01	5.674085e-01	-1.918412e+00	-1.746408e+00	-1.720036e-01
608           	-7.872007e-01	5.674106e-01	-1.918409e+00	-1.746405e+00	-1.720040e-01
609           	-7.871496e-01	5.674751e-01	-1.918381e+00	-1.746340e+00	-1.720411e-01
610           	-7.871478e-01	5.674771e-01	-1.918379e+00	-1.746338e+00	-1.720419e-01
611           	-7.871259e-01	5.674811e-01	-1.918354e+00	-1.746303e+00	-1.720513e-01
612           	-7.871239e-01	5.674830e-01	-1.918351e+00	-1.746300e+00	-1.720518e-01
613           	-7.871210e-01	5.674841e-01	-1.918346e+00	-1.746294e+00	-1.720522e-01
614           	-7.870716e-01	5.675154e-01	-1.918302e+00	-1.746223e+00	-1.720793e-01
615           	-7.870710e-01	5.675129e-01	-1.918299e+00	-1.746221e+00	-1.720786e-01
616           	-7.870308e-01	5.675475e-01	-1.918273e+00	-1.746167e+00	-1.721058e-01
617           	-7.870290e-01	5.675501e-01	-1.918271e+00	-1.746165e+00	-1.721066e-01
618           	-7.869693e-01	5.676012e-01	-1.918223e+00	-1.746081e+00	-1.721421e-01
619           	-7.869684e-01	5.676006e-01	-1.918220e+00	-1.746078e+00	-1.721417e-01
620           	-7.869721e-01	5.675920e-01	-1.918221e+00	-1.746083e+00	-1.721385e-01
621           	-7.869281e-01	5.675963e-01	-1.918168e+00	-1.746012e+00	-1.721557e-01
622           	-7.869270e-01	5.675971e-01	-1.918166e+00	-1.746010e+00	-1.721562e-01
623           	-7.868683e-01	5.676507e-01	-1.918116e+00	-1.745926e+00	-1.721900e-01
624           	-7.868675e-01	5.676504e-01	-1.918115e+00	-1.745925e+00	-1.721898e-01
625           	-7.868281e-01	5.676490e-01	-1.918060e+00	-1.745858e+00	-1.722018e-01
626           	-7.868271e-01	5.676485e-01	-1.918057e+00	-1.745856e+00	-1.722015e-01
627           	-7.868273e-01	5.676449e-01	-1.918056e+00	-1.745855e+00	-1.722006e-01
628           	-7.868030e-01	5.676396e-01	-1.918020e+00	-1.745813e+00	-1.722071e-01
629           	-7.868010e-01	5.676410e-01	-1.918018e+00	-1.745810e+00	-1.722080e-01
630           	-7.867718e-01	5.676888e-01	-1.918016e+00	-1.745780e+00	-1.722364e-01
631           	-7.867699e-01	5.676908e-01	-1.918014e+00	-1.745777e+00	-1.722373e-01
632           	-7.867436e-01	5.676939e-01	-1.917987e+00	-1.745737e+00	-1.722498e-01
633           	-7.867437e-01	5.676893e-01	-1.917983e+00	-1.745735e+00	-1.722480e-01
634           	-7.867485e-01	5.676747e-01	-1.917982e+00	-1.745740e+00	-1.722428e-01
635           	-7.867503e-01	5.676540e-01	-1.917978e+00	-1.745739e+00	-1.722385e-01
636           	-7.867484e-01	5.676525e-01	-1.917972e+00	-1.745735e+00	-1.722378e-01
637           	-7.867363e-01	5.676603e-01	-1.917967e+00	-1.745720e+00	-1.722472e-01
638           	-7.867351e-01	5.676577e-01	-1.917963e+00	-1.745716e+00	-1.722462e-01
639           	-7.867298e-01	5.676414e-01	-1.917948e+00	-1.745704e+00	-1.722442e-01
640           	-7.867298e-01	5.676377e-01	-1.917945e+00	-1.745702e+00	-1.722427e-01
641           	-7.867275e-01	5.676445e-01	-1.917956e+00	-1.745706e+00	-1.722506e-01
642           	-7.867265e-01	5.676418e-01	-1.917952e+00	-1.745702e+00	-1.722493e-01
643           	-7.867350e-01	5.676347e-01	-1.917973e+00	-1.745721e+00	-1.722514e-01
644           	-7.867351e-01	5.676314e-01	-1.917970e+00	-1.745720e+00	-1.722499e-01
645           	-7.867352e-01	5.676267e-01	-1.917968e+00	-1.745719e+00	-1.722488e-01
646           	-7.867351e-01	5.675900e-01	-1.917936e+00	-1.745703e+00	-1.722327e-01
647           	-7.867353e-01	5.675857e-01	-1.917932e+00	-1.745701e+00	-1.722309e-01
648           	-7.867325e-01	5.675977e-01	-1.917943e+00	-1.745704e+00	-1.722392e-01
649           	-7.867326e-01	5.675946e-01	-1.917941e+00	-1.745703e+00	-1.722377e-01
650           	-7.867267e-01	5.675846e-01	-1.917924e+00	-1.745689e+00	-1.722355e-01
651           	-7.867282e-01	5.675790e-01	-1.917923e+00	-1.745690e+00	-1.722333e-01
652           	-7.867283e-01	5.675974e-01	-1.917949e+00	-1.745703e+00	-1.722463e-01
653           	-7.867281e-01	5.675953e-01	-1.917947e+00	-1.745702e+00	-1.722454e-01
654           	-7.867184e-01	5.676215e-01	-1.917959e+00	-1.745698e+00	-1.722609e-01
655           	-7.867190e-01	5.676142e-01	-1.917956e+00	-1.745697e+00	-1.722589e-01
656           	-7.867190e-01	5.676233e-01	-1.917972e+00	-1.745705e+00	-1.722672e-01
657           	-7.867202e-01	5.676200e-01	-1.917972e+00	-1.745706e+00	-1.722659e-01
658           	-7.867203e-01	5.676201e-01	-1.917973e+00	-1.745707e+00	-1.722662e-01
659           	-7.867106e-01	5.676497e-01	-1.917982e+00	-1.745702e+00	-1.722806e-01
660           	-7.867115e-01	5.676473e-01	-1.917982e+00	-1.745702e+00	-1.722795e-01
661           	-7.867148e-01	5.676550e-01	-1.918000e+00	-1.745715e+00	-1.722853e-01
662           	-7.867150e-01	5.676545e-01	-1.918000e+00	-1.745715e+00	-1.722847e-01
663           	-7.867089e-01	5.676836e-01	-1.918013e+00	-1.745716e+00	-1.722978e-01
664           	-7.867100e-01	5.676813e-01	-1.918014e+00	-1.745717e+00	-1.722969e-01
665           	-7.867188e-01	5.676796e-01	-1.918032e+00	-1.745735e+00	-1.722974e-01
666           	-7.867165e-01	5.676784e-01	-1.918028e+00	-1.745730e+00	-1.722972e-01
667           	-7.867193e-01	5.677062e-01	-1.918054e+00	-1.745746e+00	-1.723076e-01
668           	-7.867205e-01	5.677037e-01	-1.918054e+00	-1.745747e+00	-1.723064e-01
669           	-7.867173e-01	5.676907e-01	-1.918039e+00	-1.745737e+00	-1.723020e-01
670           	-7.867177e-01	5.676895e-01	-1.918038e+00	-1.745737e+00	-1.723014e-01
671           	-7.867132e-01	5.677168e-01	-1.918051e+00	-1.745739e+00	-1.723121e-01
672           	-7.867149e-01	5.677152e-01	-1.918052e+00	-1.745741e+00	-1.723113e-01
673           	-7.867322e-01	5.677167e-01	-1.918079e+00	-1.745772e+00	-1.723073e-01
674           	-7.867339e-01	5.677142e-01	-1.918079e+00	-1.745774e+00	-1.723058e-01
675           	-7.867452e-01	5.677332e-01	-1.918107e+00	-1.745799e+00	-1.723085e-01
676           	-7.867446e-01	5.677292e-01	-1.918103e+00	-1.745796e+00	-1.723070e-01
677           	-7.867703e-01	5.677509e-01	-1.918161e+00	-1.745851e+00	-1.723100e-01
678           	-7.867733e-01	5.677461e-01	-1.918161e+00	-1.745854e+00	-1.723074e-01
679           	-7.867993e-01	5.677828e-01	-1.918237e+00	-1.745918e+00	-1.723193e-01
680           	-7.868012e-01	5.677815e-01	-1.918239e+00	-1.745921e+00	-1.723184e-01
681           	-7.868448e-01	5.677803e-01	-1.918311e+00	-1.746000e+00	-1.723107e-01
682           	-7.868470e-01	5.677780e-01	-1.918313e+00	-1.746003e+00	-1.723093e-01
683           	-7.868811e-01	5.678093e-01	-1.918403e+00	-1.746082e+00	-1.723202e-01
684           	-7.868789e-01	5.678144e-01	-1.918401e+00	-1.746080e+00	-1.723217e-01
685           	-7.869214e-01	5.678213e-01	-1.918477e+00	-1.746160e+00	-1.723170e-01
686           	-7.869212e-01	5.678248e-01	-1.918479e+00	-1.746161e+00	-1.723183e-01
687           	-7.869545e-01	5.678359e-01	-1.918543e+00	-1.746226e+00	-1.723170e-01
688           	-7.869529e-01	5.678403e-01	-1.918542e+00	-1.746224e+00	-1.723183e-01
689           	-7.869971e-01	5.677899e-01	-1.918571e+00	-1.746283e+00	-1.722884e-01
690           	-7.869953e-01	5.677955e-01	-1.918571e+00	-1.746281e+00	-1.722901e-01
691           	-7.870182e-01	5.677733e-01	-1.918574e+00	-1.746305e+00	-1.722688e-01
692           	-7.870189e-01	5.677727e-01	-1.918575e+00	-1.746306e+00	-1.722685e-01
693           	-7.870361e-01	5.677246e-01	-1.918541e+00	-1.746307e+00	-1.722346e-01
694           	-7.870360e-01	5.677256e-01	-1.918542e+00	-1.746307e+00	-1.722350e-01
695           	-7.870263e-01	5.676893e-01	-1.918455e+00	-1.746254e+00	-1.722011e-01
696           	-7.870282e-01	5.676860e-01	-1.918457e+00	-1.746257e+00	-1.722003e-01
697           	-7.870220e-01	5.676136e-01	-1.918349e+00	-1.746196e+00	-1.721522e-01
698           	-7.870151e-01	5.675898e-01	-1.918271e+00	-1.746151e+00	-1.721204e-01
699           	-7.870114e-01	5.676040e-01	-1.918275e+00	-1.746149e+00	-1.721260e-01
700           	-7.870131e-01	5.674752e-01	-1.918107e+00	-1.746067e+00	-1.720403e-01
701           	-7.870114e-01	5.674778e-01	-1.918104e+00	-1.746064e+00	-1.720408e-01
702           	-7.870053e-01	5.674243e-01	-1.917993e+00	-1.746002e+00	-1.719913e-01
703           	-7.870022e-01	5.674334e-01	-1.917994e+00	-1.745999e+00	-1.719948e-01
704           	-7.869938e-01	5.673363e-01	-1.917835e+00	-1.745912e+00	-1.719239e-01
705           	-7.869921e-01	5.673373e-01	-1.917833e+00	-1.745908e+00	-1.719241e-01
706           	-7.869760e-01	5.673209e-01	-1.917756e+00	-1.745854e+00	-1.719018e-01
707           	-7.869700e-01	5.673026e-01	-1.917696e+00	-1.745818e+00	-1.718778e-01
708           	-7.869771e-01	5.672430e-01	-1.917641e+00	-1.745798e+00	-1.718434e-01
709           	-7.869892e-01	5.671902e-01	-1.917603e+00	-1.745791e+00	-1.718122e-01
710           	-7.869894e-01	5.671932e-01	-1.917605e+00	-1.745792e+00	-1.718131e-01
711           	-7.870278e-01	5.670860e-01	-1.917552e+00	-1.745804e+00	-1.717482e-01
712           	-7.870272e-01	5.670871e-01	-1.917551e+00	-1.745803e+00	-1.717482e-01
713           	-7.870616e-01	5.670901e-01	-1.917604e+00	-1.745864e+00	-1.717406e-01
714           	-7.870611e-01	5.670925e-01	-1.917607e+00	-1.745865e+00	-1.717423e-01
715           	-7.871158e-01	5.670487e-01	-1.917652e+00	-1.745942e+00	-1.717102e-01
716           	-7.871150e-01	5.670479e-01	-1.917651e+00	-1.745941e+00	-1.717106e-01
717           	-7.871681e-01	5.671206e-01	-1.917825e+00	-1.746081e+00	-1.717443e-01
718           	-7.872205e-01	5.671789e-01	-1.917975e+00	-1.746208e+00	-1.717671e-01
719           	-7.872246e-01	5.671744e-01	-1.917982e+00	-1.746216e+00	-1.717664e-01
720           	-7.872834e-01	5.671968e-01	-1.918112e+00	-1.746339e+00	-1.717726e-01
721           	-7.872830e-01	5.671995e-01	-1.918114e+00	-1.746340e+00	-1.717740e-01
722           	-7.873412e-01	5.673113e-01	-1.918334e+00	-1.746508e+00	-1.718257e-01
723           	-7.873380e-01	5.673158e-01	-1.918333e+00	-1.746504e+00	-1.718283e-01
724           	-7.874025e-01	5.673508e-01	-1.918487e+00	-1.746646e+00	-1.718408e-01
725           	-7.874009e-01	5.673515e-01	-1.918483e+00	-1.746642e+00	-1.718407e-01
726           	-7.874491e-01	5.675225e-01	-1.918747e+00	-1.746823e+00	-1.719245e-01
727           	-7.874521e-01	5.675164e-01	-1.918751e+00	-1.746828e+00	-1.719233e-01
728           	-7.875274e-01	5.675603e-01	-1.918940e+00	-1.746997e+00	-1.719426e-01
729           	-7.875304e-01	5.675555e-01	-1.918943e+00	-1.747002e+00	-1.719412e-01
730           	-7.875944e-01	5.676891e-01	-1.919203e+00	-1.747196e+00	-1.720073e-01
731           	-7.875959e-01	5.676904e-01	-1.919209e+00	-1.747201e+00	-1.720087e-01
732           	-7.876629e-01	5.677700e-01	-1.919418e+00	-1.747372e+00	-1.720463e-01
733           	-7.876631e-01	5.677689e-01	-1.919418e+00	-1.747372e+00	-1.720459e-01
734           	-7.877111e-01	5.678938e-01	-1.919654e+00	-1.747538e+00	-1.721161e-01
735           	-7.877113e-01	5.678958e-01	-1.919660e+00	-1.747541e+00	-1.721184e-01
736           	-7.877570e-01	5.679532e-01	-1.919814e+00	-1.747664e+00	-1.721498e-01
737           	-7.877569e-01	5.679515e-01	-1.919813e+00	-1.747663e+00	-1.721495e-01
738           	-7.877827e-01	5.680513e-01	-1.919980e+00	-1.747773e+00	-1.722074e-01
739           	-7.877827e-01	5.680524e-01	-1.919982e+00	-1.747774e+00	-1.722085e-01
740           	-7.878036e-01	5.680572e-01	-1.920037e+00	-1.747822e+00	-1.722148e-01
741           	-7.878052e-01	5.680525e-01	-1.920036e+00	-1.747823e+00	-1.722129e-01
742           	-7.877994e-01	5.681278e-01	-1.920119e+00	-1.747859e+00	-1.722602e-01
743           	-7.877997e-01	5.681283e-01	-1.920121e+00	-1.747860e+00	-1.722610e-01
744           	-7.878068e-01	5.681138e-01	-1.920126e+00	-1.747870e+00	-1.722560e-01
745           	-7.878047e-01	5.681166e-01	-1.920125e+00	-1.747867e+00	-1.722577e-01
746           	-7.877878e-01	5.681079e-01	-1.920099e+00	-1.747837e+00	-1.722618e-01
747           	-7.877889e-01	5.681067e-01	-1.920101e+00	-1.747840e+00	-1.722618e-01
748           	-7.877721e-01	5.680396e-01	-1.920021e+00	-1.747782e+00	-1.722382e-01
749           	-7.877413e-01	5.679892e-01	-1.919913e+00	-1.747698e+00	-1.722152e-01
750           	-7.877406e-01	5.679948e-01	-1.919918e+00	-1.747699e+00	-1.722182e-01
751           	-7.877099e-01	5.678785e-01	-1.919745e+00	-1.747582e+00	-1.721624e-01
752           	-7.877082e-01	5.678750e-01	-1.919738e+00	-1.747577e+00	-1.721609e-01
753           	-7.876710e-01	5.678156e-01	-1.919612e+00	-1.747477e+00	-1.721350e-01
754           	-7.876677e-01	5.678237e-01	-1.919611e+00	-1.747473e+00	-1.721377e-01
755           	-7.876098e-01	5.677421e-01	-1.919418e+00	-1.747319e+00	-1.720993e-01
756           	-7.876090e-01	5.677406e-01	-1.919415e+00	-1.747316e+00	-1.720985e-01
757           	-7.875396e-01	5.676998e-01	-1.919256e+00	-1.747168e+00	-1.720883e-01
758           	-7.875375e-01	5.676998e-01	-1.919252e+00	-1.747164e+00	-1.720886e-01
759           	-7.874908e-01	5.676308e-01	-1.919108e+00	-1.747045e+00	-1.720634e-01
760           	-7.874908e-01	5.676314e-01	-1.919109e+00	-1.747045e+00	-1.720636e-01
761           	-7.874220e-01	5.676006e-01	-1.918961e+00	-1.746903e+00	-1.720586e-01
762           	-7.874201e-01	5.675997e-01	-1.918957e+00	-1.746899e+00	-1.720584e-01
763           	-7.873475e-01	5.675305e-01	-1.918770e+00	-1.746732e+00	-1.720375e-01
764           	-7.873440e-01	5.675300e-01	-1.918763e+00	-1.746726e+00	-1.720376e-01
765           	-7.872655e-01	5.675016e-01	-1.918602e+00	-1.746566e+00	-1.720354e-01
766           	-7.872656e-01	5.674992e-01	-1.918601e+00	-1.746566e+00	-1.720347e-01
767           	-7.871857e-01	5.674859e-01	-1.918449e+00	-1.746410e+00	-1.720389e-01
768           	-7.871846e-01	5.674835e-01	-1.918445e+00	-1.746407e+00	-1.720378e-01
769           	-7.871867e-01	5.674811e-01	-1.918447e+00	-1.746410e+00	-1.720369e-01
770           	-7.870938e-01	5.674334e-01	-1.918225e+00	-1.746207e+00	-1.720189e-01
771           	-7.870914e-01	5.674363e-01	-1.918222e+00	-1.746203e+00	-1.720197e-01
772           	-7.869947e-01	5.673985e-01	-1.918008e+00	-1.745999e+00	-1.720095e-01
773           	-7.869936e-01	5.673998e-01	-1.918008e+00	-1.745997e+00	-1.720102e-01
774           	-7.869912e-01	5.674073e-01	-1.918008e+00	-1.745995e+00	-1.720127e-01
775           	-7.869319e-01	5.673411e-01	-1.917838e+00	-1.745851e+00	-1.719872e-01
776           	-7.869300e-01	5.673433e-01	-1.917836e+00	-1.745848e+00	-1.719878e-01
777           	-7.868559e-01	5.673874e-01	-1.917746e+00	-1.745729e+00	-1.720169e-01
778           	-7.868526e-01	5.673903e-01	-1.917741e+00	-1.745723e+00	-1.720179e-01
779           	-7.868529e-01	5.673920e-01	-1.917742e+00	-1.745724e+00	-1.720181e-01
780           	-7.867945e-01	5.673869e-01	-1.917640e+00	-1.745614e+00	-1.720255e-01
781           	-7.867931e-01	5.673882e-01	-1.917638e+00	-1.745612e+00	-1.720259e-01
782           	-7.867448e-01	5.674089e-01	-1.917584e+00	-1.745537e+00	-1.720471e-01
783           	-7.867406e-01	5.674152e-01	-1.917580e+00	-1.745531e+00	-1.720494e-01
784           	-7.867431e-01	5.674095e-01	-1.917580e+00	-1.745533e+00	-1.720470e-01
785           	-7.866968e-01	5.673998e-01	-1.917505e+00	-1.745449e+00	-1.720558e-01
786           	-7.866954e-01	5.673992e-01	-1.917501e+00	-1.745446e+00	-1.720552e-01
787           	-7.866375e-01	5.674697e-01	-1.917465e+00	-1.745370e+00	-1.720948e-01
788           	-7.866321e-01	5.674783e-01	-1.917459e+00	-1.745362e+00	-1.720975e-01
789           	-7.865805e-01	5.675186e-01	-1.917422e+00	-1.745292e+00	-1.721305e-01
790           	-7.865792e-01	5.675164e-01	-1.917417e+00	-1.745288e+00	-1.721295e-01
791           	-7.865150e-01	5.675294e-01	-1.917347e+00	-1.745189e+00	-1.721586e-01
792           	-7.865160e-01	5.675221e-01	-1.917343e+00	-1.745188e+00	-1.721554e-01
793           	-7.865161e-01	5.675188e-01	-1.917341e+00	-1.745186e+00	-1.721543e-01
794           	-7.864997e-01	5.675091e-01	-1.917317e+00	-1.745158e+00	-1.721588e-01
795           	-7.864967e-01	5.675095e-01	-1.917311e+00	-1.745152e+00	-1.721586e-01
796           	-7.864504e-01	5.676104e-01	-1.917325e+00	-1.745113e+00	-1.722120e-01
797           	-7.864481e-01	5.676130e-01	-1.917322e+00	-1.745109e+00	-1.722128e-01
798           	-7.864310e-01	5.676168e-01	-1.917310e+00	-1.745086e+00	-1.722242e-01
799           	-7.864315e-01	5.676106e-01	-1.917305e+00	-1.745084e+00	-1.722209e-01
800           	-7.863975e-01	5.676473e-01	-1.917317e+00	-1.745056e+00	-1.722612e-01
801           	-7.863974e-01	5.676423e-01	-1.917313e+00	-1.745054e+00	-1.722593e-01
802           	-7.863900e-01	5.676530e-01	-1.917337e+00	-1.745058e+00	-1.722783e-01
803           	-7.863911e-01	5.676430e-01	-1.917331e+00	-1.745057e+00	-1.722745e-01
804           	-7.863866e-01	5.677200e-01	-1.917416e+00	-1.745094e+00	-1.723213e-01
805           	-7.863874e-01	5.677143e-01	-1.917413e+00	-1.745094e+00	-1.723193e-01
806           	-7.864266e-01	5.677766e-01	-1.917556e+00	-1.745205e+00	-1.723515e-01
807           	-7.864254e-01	5.677694e-01	-1.917549e+00	-1.745200e+00	-1.723489e-01
808           	-7.864579e-01	5.678617e-01	-1.917701e+00	-1.745309e+00	-1.723928e-01
809           	-7.864589e-01	5.678566e-01	-1.917701e+00	-1.745309e+00	-1.723916e-01
810           	-7.865435e-01	5.679198e-01	-1.917917e+00	-1.745502e+00	-1.724151e-01
811           	-7.865465e-01	5.679092e-01	-1.917914e+00	-1.745504e+00	-1.724105e-01
812           	-7.866473e-01	5.680229e-01	-1.918190e+00	-1.745742e+00	-1.724477e-01
813           	-7.866508e-01	5.680167e-01	-1.918193e+00	-1.745747e+00	-1.724457e-01
814           	-7.867810e-01	5.680788e-01	-1.918467e+00	-1.746014e+00	-1.724525e-01
815           	-7.867832e-01	5.680724e-01	-1.918465e+00	-1.746016e+00	-1.724493e-01
816           	-7.868749e-01	5.681799e-01	-1.918717e+00	-1.746233e+00	-1.724836e-01
817           	-7.868785e-01	5.681746e-01	-1.918721e+00	-1.746239e+00	-1.724820e-01
818           	-7.869816e-01	5.681831e-01	-1.918888e+00	-1.746426e+00	-1.724626e-01
819           	-7.869818e-01	5.681793e-01	-1.918885e+00	-1.746424e+00	-1.724605e-01
820           	-7.870278e-01	5.682713e-01	-1.919036e+00	-1.746546e+00	-1.724903e-01
821           	-7.870290e-01	5.682716e-01	-1.919040e+00	-1.746549e+00	-1.724910e-01
822           	-7.870689e-01	5.682510e-01	-1.919064e+00	-1.746601e+00	-1.724631e-01
823           	-7.870693e-01	5.682495e-01	-1.919063e+00	-1.746601e+00	-1.724622e-01
824           	-7.870566e-01	5.682788e-01	-1.919044e+00	-1.746578e+00	-1.724652e-01
825           	-7.870547e-01	5.682817e-01	-1.919043e+00	-1.746576e+00	-1.724670e-01
826           	-7.870255e-01	5.682051e-01	-1.918882e+00	-1.746467e+00	-1.724156e-01
827           	-7.870245e-01	5.682062e-01	-1.918880e+00	-1.746464e+00	-1.724154e-01
828           	-7.869526e-01	5.682226e-01	-1.918744e+00	-1.746325e+00	-1.724195e-01
829           	-7.869523e-01	5.682285e-01	-1.918749e+00	-1.746327e+00	-1.724223e-01
830           	-7.869017e-01	5.681282e-01	-1.918540e+00	-1.746172e+00	-1.723682e-01
831           	-7.869020e-01	5.681282e-01	-1.918540e+00	-1.746172e+00	-1.723681e-01
832           	-7.868393e-01	5.680969e-01	-1.918390e+00	-1.746034e+00	-1.723556e-01
833           	-7.868383e-01	5.681032e-01	-1.918394e+00	-1.746035e+00	-1.723585e-01
834           	-7.868057e-01	5.679931e-01	-1.918215e+00	-1.745913e+00	-1.723017e-01
835           	-7.868045e-01	5.679936e-01	-1.918212e+00	-1.745911e+00	-1.723017e-01
836           	-7.867662e-01	5.679692e-01	-1.918126e+00	-1.745829e+00	-1.722968e-01
837           	-7.867659e-01	5.679722e-01	-1.918129e+00	-1.745831e+00	-1.722987e-01
838           	-7.867707e-01	5.678395e-01	-1.918011e+00	-1.745776e+00	-1.722347e-01
839           	-7.867704e-01	5.678385e-01	-1.918009e+00	-1.745775e+00	-1.722341e-01
840           	-7.867624e-01	5.677895e-01	-1.917955e+00	-1.745740e+00	-1.722153e-01
841           	-7.867623e-01	5.677911e-01	-1.917958e+00	-1.745741e+00	-1.722166e-01
842           	-7.867737e-01	5.676420e-01	-1.917833e+00	-1.745690e+00	-1.721426e-01
843           	-7.867728e-01	5.676401e-01	-1.917829e+00	-1.745687e+00	-1.721416e-01
844           	-7.867550e-01	5.676264e-01	-1.917783e+00	-1.745647e+00	-1.721366e-01
845           	-7.867533e-01	5.676329e-01	-1.917787e+00	-1.745647e+00	-1.721401e-01
846           	-7.867580e-01	5.675199e-01	-1.917674e+00	-1.745595e+00	-1.720790e-01
847           	-7.867572e-01	5.675173e-01	-1.917671e+00	-1.745593e+00	-1.720782e-01
848           	-7.867340e-01	5.675155e-01	-1.917620e+00	-1.745544e+00	-1.720762e-01
849           	-7.867162e-01	5.675123e-01	-1.917572e+00	-1.745502e+00	-1.720698e-01
850           	-7.867161e-01	5.675152e-01	-1.917576e+00	-1.745504e+00	-1.720718e-01
851           	-7.867212e-01	5.674262e-01	-1.917474e+00	-1.745458e+00	-1.720157e-01
852           	-7.867193e-01	5.674270e-01	-1.917470e+00	-1.745454e+00	-1.720155e-01
853           	-7.867421e-01	5.674503e-01	-1.917515e+00	-1.745500e+00	-1.720155e-01
854           	-7.867401e-01	5.674556e-01	-1.917516e+00	-1.745498e+00	-1.720180e-01
855           	-7.867658e-01	5.674220e-01	-1.917501e+00	-1.745516e+00	-1.719848e-01
856           	-7.867792e-01	5.673841e-01	-1.917474e+00	-1.745516e+00	-1.719578e-01
857           	-7.867798e-01	5.673836e-01	-1.917476e+00	-1.745518e+00	-1.719583e-01
858           	-7.868093e-01	5.673341e-01	-1.917462e+00	-1.745540e+00	-1.719216e-01
859           	-7.867896e-01	5.674007e-01	-1.917454e+00	-1.745517e+00	-1.719377e-01
