# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.500000e+01
# lRef        : 1.420000e+00
# Aref        : 2.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
274           	-7.871428e-01	5.676095e-01	-1.918134e+00	-1.746210e+00	-1.719241e-01
275           	-7.871430e-01	5.676076e-01	-1.918133e+00	-1.746209e+00	-1.719234e-01
276           	-7.872311e-01	5.677027e-01	-1.918367e+00	-1.746415e+00	-1.719523e-01
277           	-7.872301e-01	5.677114e-01	-1.918373e+00	-1.746417e+00	-1.719564e-01
278           	-7.873296e-01	5.676773e-01	-1.918495e+00	-1.746577e+00	-1.719179e-01
279           	-7.873283e-01	5.676758e-01	-1.918491e+00	-1.746574e+00	-1.719171e-01
280           	-7.873919e-01	5.677751e-01	-1.918696e+00	-1.746740e+00	-1.719561e-01
281           	-7.873912e-01	5.677840e-01	-1.918703e+00	-1.746743e+00	-1.719604e-01
282           	-7.874716e-01	5.677409e-01	-1.918797e+00	-1.746870e+00	-1.719268e-01
283           	-7.874711e-01	5.677405e-01	-1.918795e+00	-1.746869e+00	-1.719265e-01
284           	-7.875250e-01	5.677885e-01	-1.918943e+00	-1.746996e+00	-1.719464e-01
285           	-7.875243e-01	5.677955e-01	-1.918948e+00	-1.746998e+00	-1.719497e-01
286           	-7.875928e-01	5.677137e-01	-1.918986e+00	-1.747086e+00	-1.719003e-01
287           	-7.875923e-01	5.677105e-01	-1.918981e+00	-1.747083e+00	-1.718984e-01
288           	-7.876267e-01	5.677526e-01	-1.919091e+00	-1.747172e+00	-1.719186e-01
289           	-7.876249e-01	5.677613e-01	-1.919095e+00	-1.747172e+00	-1.719228e-01
290           	-7.876836e-01	5.676494e-01	-1.919097e+00	-1.747232e+00	-1.718648e-01
291           	-7.876826e-01	5.676480e-01	-1.919093e+00	-1.747229e+00	-1.718638e-01
292           	-7.877094e-01	5.676470e-01	-1.919151e+00	-1.747285e+00	-1.718663e-01
293           	-7.877090e-01	5.676511e-01	-1.919155e+00	-1.747287e+00	-1.718686e-01
294           	-7.877439e-01	5.675029e-01	-1.919070e+00	-1.747279e+00	-1.717912e-01
295           	-7.877417e-01	5.675022e-01	-1.919064e+00	-1.747274e+00	-1.717903e-01
296           	-7.877443e-01	5.674939e-01	-1.919070e+00	-1.747279e+00	-1.717905e-01
297           	-7.877417e-01	5.675011e-01	-1.919072e+00	-1.747278e+00	-1.717942e-01
298           	-7.877510e-01	5.673502e-01	-1.918940e+00	-1.747221e+00	-1.717190e-01
299           	-7.877520e-01	5.673425e-01	-1.918936e+00	-1.747220e+00	-1.717160e-01
300           	-7.877280e-01	5.673086e-01	-1.918874e+00	-1.747165e+00	-1.717091e-01
301           	-7.877296e-01	5.673063e-01	-1.918877e+00	-1.747168e+00	-1.717091e-01
302           	-7.877079e-01	5.671562e-01	-1.918694e+00	-1.747055e+00	-1.716391e-01
303           	-7.877079e-01	5.671457e-01	-1.918686e+00	-1.747051e+00	-1.716353e-01
304           	-7.876584e-01	5.671184e-01	-1.918585e+00	-1.746951e+00	-1.716339e-01
305           	-7.876600e-01	5.671131e-01	-1.918586e+00	-1.746953e+00	-1.716332e-01
306           	-7.876160e-01	5.669981e-01	-1.918397e+00	-1.746814e+00	-1.715825e-01
307           	-7.876164e-01	5.669867e-01	-1.918390e+00	-1.746811e+00	-1.715784e-01
308           	-7.875538e-01	5.669634e-01	-1.918266e+00	-1.746687e+00	-1.715790e-01
309           	-7.875544e-01	5.669550e-01	-1.918261e+00	-1.746685e+00	-1.715764e-01
310           	-7.874995e-01	5.668636e-01	-1.918081e+00	-1.746540e+00	-1.715409e-01
311           	-7.874990e-01	5.668520e-01	-1.918071e+00	-1.746535e+00	-1.715367e-01
312           	-7.874416e-01	5.668520e-01	-1.917975e+00	-1.746429e+00	-1.715460e-01
313           	-7.874426e-01	5.668411e-01	-1.917971e+00	-1.746428e+00	-1.715429e-01
314           	-7.874031e-01	5.668249e-01	-1.917888e+00	-1.746347e+00	-1.715411e-01
315           	-7.874019e-01	5.668192e-01	-1.917883e+00	-1.746343e+00	-1.715394e-01
316           	-7.873987e-01	5.668268e-01	-1.917882e+00	-1.746340e+00	-1.715424e-01
317           	-7.873563e-01	5.667656e-01	-1.917754e+00	-1.746233e+00	-1.715205e-01
318           	-7.873521e-01	5.667692e-01	-1.917748e+00	-1.746226e+00	-1.715217e-01
319           	-7.873063e-01	5.667997e-01	-1.917705e+00	-1.746159e+00	-1.715462e-01
320           	-7.873009e-01	5.668049e-01	-1.917698e+00	-1.746150e+00	-1.715483e-01
321           	-7.873019e-01	5.668078e-01	-1.917702e+00	-1.746153e+00	-1.715492e-01
322           	-7.872727e-01	5.667871e-01	-1.917642e+00	-1.746094e+00	-1.715484e-01
323           	-7.872723e-01	5.667870e-01	-1.917642e+00	-1.746093e+00	-1.715487e-01
324           	-7.872743e-01	5.667806e-01	-1.917643e+00	-1.746096e+00	-1.715473e-01
325           	-7.872518e-01	5.667881e-01	-1.917605e+00	-1.746054e+00	-1.715505e-01
326           	-7.872441e-01	5.668012e-01	-1.917598e+00	-1.746043e+00	-1.715549e-01
327           	-7.872475e-01	5.667915e-01	-1.917598e+00	-1.746047e+00	-1.715517e-01
328           	-7.871909e-01	5.667739e-01	-1.917486e+00	-1.745934e+00	-1.715521e-01
329           	-7.871879e-01	5.667790e-01	-1.917484e+00	-1.745930e+00	-1.715540e-01
330           	-7.871870e-01	5.668440e-01	-1.917536e+00	-1.745955e+00	-1.715813e-01
331           	-7.871819e-01	5.668510e-01	-1.917532e+00	-1.745948e+00	-1.715838e-01
332           	-7.871859e-01	5.668412e-01	-1.917533e+00	-1.745952e+00	-1.715805e-01
333           	-7.871578e-01	5.668589e-01	-1.917498e+00	-1.745907e+00	-1.715909e-01
334           	-7.871558e-01	5.668562e-01	-1.917491e+00	-1.745901e+00	-1.715899e-01
335           	-7.871393e-01	5.668686e-01	-1.917487e+00	-1.745883e+00	-1.716044e-01
336           	-7.871432e-01	5.669249e-01	-1.917543e+00	-1.745915e+00	-1.716282e-01
337           	-7.871488e-01	5.669591e-01	-1.917594e+00	-1.745946e+00	-1.716480e-01
338           	-7.871503e-01	5.669562e-01	-1.917594e+00	-1.745947e+00	-1.716466e-01
339           	-7.871622e-01	5.669350e-01	-1.917609e+00	-1.745967e+00	-1.716423e-01
340           	-7.871623e-01	5.669235e-01	-1.917600e+00	-1.745962e+00	-1.716375e-01
341           	-7.871807e-01	5.670023e-01	-1.917714e+00	-1.746038e+00	-1.716761e-01
342           	-7.871810e-01	5.669965e-01	-1.917711e+00	-1.746037e+00	-1.716745e-01
343           	-7.872151e-01	5.670436e-01	-1.917815e+00	-1.746122e+00	-1.716924e-01
344           	-7.872167e-01	5.670308e-01	-1.917808e+00	-1.746121e+00	-1.716874e-01
345           	-7.872360e-01	5.671284e-01	-1.917947e+00	-1.746210e+00	-1.717377e-01
346           	-7.872378e-01	5.671202e-01	-1.917945e+00	-1.746210e+00	-1.717346e-01
347           	-7.872661e-01	5.671766e-01	-1.918059e+00	-1.746296e+00	-1.717635e-01
348           	-7.872697e-01	5.671659e-01	-1.918057e+00	-1.746298e+00	-1.717589e-01
349           	-7.872931e-01	5.672797e-01	-1.918217e+00	-1.746401e+00	-1.718153e-01
350           	-7.872959e-01	5.672702e-01	-1.918215e+00	-1.746404e+00	-1.718118e-01
351           	-7.873185e-01	5.673535e-01	-1.918345e+00	-1.746491e+00	-1.718540e-01
352           	-7.873212e-01	5.673409e-01	-1.918341e+00	-1.746492e+00	-1.718495e-01
353           	-7.873436e-01	5.674425e-01	-1.918490e+00	-1.746589e+00	-1.719014e-01
354           	-7.873471e-01	5.674286e-01	-1.918487e+00	-1.746591e+00	-1.718965e-01
355           	-7.873704e-01	5.675252e-01	-1.918629e+00	-1.746685e+00	-1.719439e-01
356           	-7.873753e-01	5.675106e-01	-1.918628e+00	-1.746689e+00	-1.719385e-01
357           	-7.873738e-01	5.675117e-01	-1.918625e+00	-1.746687e+00	-1.719389e-01
358           	-7.874040e-01	5.676098e-01	-1.918791e+00	-1.746799e+00	-1.719914e-01
359           	-7.874072e-01	5.676046e-01	-1.918793e+00	-1.746804e+00	-1.719894e-01
360           	-7.874090e-01	5.675975e-01	-1.918791e+00	-1.746805e+00	-1.719866e-01
361           	-7.874070e-01	5.677468e-01	-1.918931e+00	-1.746872e+00	-1.720583e-01
362           	-7.874081e-01	5.677449e-01	-1.918930e+00	-1.746873e+00	-1.720571e-01
363           	-7.874110e-01	5.677369e-01	-1.918931e+00	-1.746877e+00	-1.720546e-01
364           	-7.874449e-01	5.678390e-01	-1.919105e+00	-1.746997e+00	-1.721075e-01
365           	-7.874451e-01	5.678406e-01	-1.919106e+00	-1.746998e+00	-1.721078e-01
366           	-7.874344e-01	5.679385e-01	-1.919184e+00	-1.747026e+00	-1.721576e-01
367           	-7.874358e-01	5.679337e-01	-1.919183e+00	-1.747027e+00	-1.721556e-01
368           	-7.874367e-01	5.679312e-01	-1.919183e+00	-1.747028e+00	-1.721546e-01
369           	-7.874487e-01	5.679961e-01	-1.919272e+00	-1.747085e+00	-1.721872e-01
370           	-7.874509e-01	5.679879e-01	-1.919270e+00	-1.747086e+00	-1.721841e-01
371           	-7.874627e-01	5.680433e-01	-1.919350e+00	-1.747138e+00	-1.722122e-01
372           	-7.874619e-01	5.680413e-01	-1.919345e+00	-1.747135e+00	-1.722109e-01
373           	-7.874547e-01	5.680929e-01	-1.919390e+00	-1.747150e+00	-1.722404e-01
374           	-7.874570e-01	5.680873e-01	-1.919391e+00	-1.747153e+00	-1.722386e-01
375           	-7.874618e-01	5.680742e-01	-1.919392e+00	-1.747158e+00	-1.722340e-01
376           	-7.874818e-01	5.680903e-01	-1.919454e+00	-1.747209e+00	-1.722449e-01
377           	-7.874844e-01	5.680843e-01	-1.919454e+00	-1.747211e+00	-1.722427e-01
378           	-7.875001e-01	5.681290e-01	-1.919525e+00	-1.747262e+00	-1.722623e-01
379           	-7.874987e-01	5.681285e-01	-1.919522e+00	-1.747260e+00	-1.722622e-01
380           	-7.874973e-01	5.681328e-01	-1.919521e+00	-1.747258e+00	-1.722634e-01
381           	-7.875284e-01	5.681419e-01	-1.919585e+00	-1.747321e+00	-1.722643e-01
382           	-7.875288e-01	5.681407e-01	-1.919585e+00	-1.747321e+00	-1.722636e-01
383           	-7.875488e-01	5.681660e-01	-1.919649e+00	-1.747373e+00	-1.722755e-01
384           	-7.875478e-01	5.681677e-01	-1.919648e+00	-1.747372e+00	-1.722762e-01
385           	-7.875510e-01	5.681683e-01	-1.919670e+00	-1.747386e+00	-1.722838e-01
386           	-7.875542e-01	5.681592e-01	-1.919669e+00	-1.747389e+00	-1.722803e-01
387           	-7.875610e-01	5.681450e-01	-1.919673e+00	-1.747397e+00	-1.722752e-01
388           	-7.875611e-01	5.681326e-01	-1.919674e+00	-1.747398e+00	-1.722758e-01
389           	-7.875584e-01	5.681364e-01	-1.919671e+00	-1.747394e+00	-1.722769e-01
390           	-7.874976e-01	5.681862e-01	-1.919617e+00	-1.747306e+00	-1.723108e-01
391           	-7.874988e-01	5.681834e-01	-1.919616e+00	-1.747307e+00	-1.723092e-01
392           	-7.874545e-01	5.681349e-01	-1.919523e+00	-1.747216e+00	-1.723069e-01
393           	-7.874559e-01	5.681312e-01	-1.919522e+00	-1.747217e+00	-1.723049e-01
394           	-7.874068e-01	5.681299e-01	-1.919444e+00	-1.747129e+00	-1.723155e-01
395           	-7.874057e-01	5.681262e-01	-1.919439e+00	-1.747125e+00	-1.723137e-01
396           	-7.873184e-01	5.681595e-01	-1.919337e+00	-1.746987e+00	-1.723498e-01
397           	-7.873154e-01	5.681656e-01	-1.919336e+00	-1.746983e+00	-1.723525e-01
398           	-7.872334e-01	5.681642e-01	-1.919197e+00	-1.746832e+00	-1.723650e-01
399           	-7.872339e-01	5.681603e-01	-1.919196e+00	-1.746832e+00	-1.723639e-01
400           	-7.871701e-01	5.681488e-01	-1.919087e+00	-1.746714e+00	-1.723736e-01
401           	-7.871707e-01	5.681496e-01	-1.919089e+00	-1.746715e+00	-1.723736e-01
402           	-7.870765e-01	5.682265e-01	-1.918966e+00	-1.746560e+00	-1.724066e-01
403           	-7.870747e-01	5.682261e-01	-1.918962e+00	-1.746556e+00	-1.724064e-01
404           	-7.870353e-01	5.682164e-01	-1.918903e+00	-1.746487e+00	-1.724162e-01
405           	-7.870360e-01	5.682144e-01	-1.918906e+00	-1.746489e+00	-1.724169e-01
406           	-7.870197e-01	5.682007e-01	-1.918859e+00	-1.746449e+00	-1.724099e-01
407           	-7.870211e-01	5.681956e-01	-1.918857e+00	-1.746450e+00	-1.724076e-01
408           	-7.870271e-01	5.682310e-01	-1.918903e+00	-1.746479e+00	-1.724245e-01
409           	-7.870269e-01	5.682341e-01	-1.918906e+00	-1.746480e+00	-1.724263e-01
410           	-7.870341e-01	5.682492e-01	-1.918922e+00	-1.746495e+00	-1.724268e-01
411           	-7.870326e-01	5.682514e-01	-1.918921e+00	-1.746493e+00	-1.724278e-01
412           	-7.870426e-01	5.682999e-01	-1.919001e+00	-1.746543e+00	-1.724578e-01
413           	-7.870371e-01	5.683059e-01	-1.918997e+00	-1.746536e+00	-1.724615e-01
414           	-7.870355e-01	5.682841e-01	-1.918975e+00	-1.746523e+00	-1.724522e-01
415           	-7.870219e-01	5.683004e-01	-1.918960e+00	-1.746502e+00	-1.724581e-01
416           	-7.870200e-01	5.683033e-01	-1.918961e+00	-1.746500e+00	-1.724603e-01
417           	-7.870096e-01	5.682070e-01	-1.918861e+00	-1.746440e+00	-1.724208e-01
418           	-7.870067e-01	5.682117e-01	-1.918858e+00	-1.746436e+00	-1.724225e-01
419           	-7.869626e-01	5.681145e-01	-1.918711e+00	-1.746318e+00	-1.723932e-01
420           	-7.869583e-01	5.681150e-01	-1.918703e+00	-1.746310e+00	-1.723934e-01
421           	-7.868923e-01	5.680298e-01	-1.918520e+00	-1.746152e+00	-1.723679e-01
422           	-7.867918e-01	5.679760e-01	-1.918299e+00	-1.745941e+00	-1.723576e-01
423           	-7.867929e-01	5.679795e-01	-1.918303e+00	-1.745945e+00	-1.723588e-01
424           	-7.867112e-01	5.679244e-01	-1.918099e+00	-1.745761e+00	-1.723380e-01
425           	-7.866311e-01	5.678966e-01	-1.917927e+00	-1.745595e+00	-1.723323e-01
426           	-7.865544e-01	5.677907e-01	-1.917728e+00	-1.745419e+00	-1.723098e-01
427           	-7.864755e-01	5.677374e-01	-1.917565e+00	-1.745258e+00	-1.723071e-01
428           	-7.864753e-01	5.677271e-01	-1.917558e+00	-1.745254e+00	-1.723036e-01
429           	-7.864277e-01	5.676012e-01	-1.917372e+00	-1.745114e+00	-1.722583e-01
430           	-7.863497e-01	5.675487e-01	-1.917200e+00	-1.744950e+00	-1.722502e-01
431           	-7.863504e-01	5.675477e-01	-1.917201e+00	-1.744951e+00	-1.722503e-01
432           	-7.862940e-01	5.674936e-01	-1.917074e+00	-1.744831e+00	-1.722431e-01
433           	-7.862906e-01	5.674905e-01	-1.917064e+00	-1.744822e+00	-1.722412e-01
434           	-7.862497e-01	5.674757e-01	-1.917007e+00	-1.744753e+00	-1.722538e-01
435           	-7.861968e-01	5.675281e-01	-1.916974e+00	-1.744684e+00	-1.722903e-01
436           	-7.861409e-01	5.676126e-01	-1.916959e+00	-1.744620e+00	-1.723385e-01
437           	-7.861156e-01	5.676532e-01	-1.916963e+00	-1.744597e+00	-1.723658e-01
438           	-7.861227e-01	5.676600e-01	-1.916999e+00	-1.744622e+00	-1.723768e-01
439           	-7.861511e-01	5.676574e-01	-1.917066e+00	-1.744684e+00	-1.723820e-01
440           	-7.861534e-01	5.676437e-01	-1.917061e+00	-1.744684e+00	-1.723770e-01
441           	-7.862166e-01	5.676318e-01	-1.917163e+00	-1.744798e+00	-1.723649e-01
442           	-7.862719e-01	5.676965e-01	-1.917313e+00	-1.744928e+00	-1.723844e-01
443           	-7.863238e-01	5.677789e-01	-1.917473e+00	-1.745060e+00	-1.724126e-01
444           	-7.863276e-01	5.677671e-01	-1.917472e+00	-1.745063e+00	-1.724082e-01
445           	-7.864582e-01	5.677894e-01	-1.917695e+00	-1.745306e+00	-1.723891e-01
446           	-7.865542e-01	5.678288e-01	-1.917884e+00	-1.745496e+00	-1.723877e-01
447           	-7.865561e-01	5.678181e-01	-1.917881e+00	-1.745496e+00	-1.723843e-01
448           	-7.866620e-01	5.678817e-01	-1.918083e+00	-1.745704e+00	-1.723797e-01
449           	-7.867289e-01	5.679647e-01	-1.918243e+00	-1.745850e+00	-1.723924e-01
450           	-7.867678e-01	5.680229e-01	-1.918344e+00	-1.745940e+00	-1.724042e-01
451           	-7.867858e-01	5.680640e-01	-1.918396e+00	-1.745984e+00	-1.724123e-01
452           	-7.867834e-01	5.680718e-01	-1.918396e+00	-1.745981e+00	-1.724147e-01
453           	-7.867978e-01	5.680202e-01	-1.918339e+00	-1.745967e+00	-1.723716e-01
454           	-7.867611e-01	5.680383e-01	-1.918262e+00	-1.745892e+00	-1.723698e-01
455           	-7.866967e-01	5.680854e-01	-1.918177e+00	-1.745785e+00	-1.723920e-01
456           	-7.866948e-01	5.680967e-01	-1.918181e+00	-1.745785e+00	-1.723956e-01
457           	-7.865743e-01	5.679630e-01	-1.917817e+00	-1.745483e+00	-1.723340e-01
458           	-7.864723e-01	5.679200e-01	-1.917564e+00	-1.745255e+00	-1.723100e-01
459           	-7.863782e-01	5.679481e-01	-1.917401e+00	-1.745079e+00	-1.723224e-01
460           	-7.863767e-01	5.679597e-01	-1.917406e+00	-1.745080e+00	-1.723265e-01
461           	-7.862567e-01	5.678018e-01	-1.917011e+00	-1.744762e+00	-1.722487e-01
462           	-7.861633e-01	5.677328e-01	-1.916750e+00	-1.744538e+00	-1.722118e-01
463           	-7.861588e-01	5.677521e-01	-1.916757e+00	-1.744537e+00	-1.722197e-01
464           	-7.860504e-01	5.676662e-01	-1.916457e+00	-1.744279e+00	-1.721780e-01
465           	-7.859843e-01	5.676254e-01	-1.916280e+00	-1.744124e+00	-1.721557e-01
466           	-7.859827e-01	5.676380e-01	-1.916287e+00	-1.744126e+00	-1.721607e-01
467           	-7.859477e-01	5.674737e-01	-1.916043e+00	-1.743969e+00	-1.720738e-01
468           	-7.859336e-01	5.674021e-01	-1.915931e+00	-1.743899e+00	-1.720317e-01
469           	-7.859347e-01	5.674114e-01	-1.915941e+00	-1.743905e+00	-1.720355e-01
470           	-7.859639e-01	5.672812e-01	-1.915834e+00	-1.743881e+00	-1.719530e-01
471           	-7.860001e-01	5.672317e-01	-1.915825e+00	-1.743913e+00	-1.719127e-01
472           	-7.859998e-01	5.672428e-01	-1.915835e+00	-1.743917e+00	-1.719179e-01
473           	-7.860666e-01	5.670911e-01	-1.915768e+00	-1.743951e+00	-1.718175e-01
474           	-7.861182e-01	5.670509e-01	-1.915790e+00	-1.744013e+00	-1.717768e-01
475           	-7.861167e-01	5.670634e-01	-1.915798e+00	-1.744016e+00	-1.717825e-01
476           	-7.861684e-01	5.670318e-01	-1.915804e+00	-1.744071e+00	-1.717338e-01
477           	-7.862079e-01	5.670785e-01	-1.915871e+00	-1.744143e+00	-1.717277e-01
478           	-7.862047e-01	5.670938e-01	-1.915878e+00	-1.744144e+00	-1.717345e-01
479           	-7.862701e-01	5.670847e-01	-1.915941e+00	-1.744241e+00	-1.717006e-01
480           	-7.863404e-01	5.671235e-01	-1.916070e+00	-1.744375e+00	-1.716944e-01
481           	-7.863403e-01	5.671309e-01	-1.916076e+00	-1.744378e+00	-1.716976e-01
482           	-7.864277e-01	5.671468e-01	-1.916215e+00	-1.744535e+00	-1.716799e-01
483           	-7.864753e-01	5.672555e-01	-1.916366e+00	-1.744659e+00	-1.717079e-01
484           	-7.865064e-01	5.674074e-01	-1.916563e+00	-1.744788e+00	-1.717751e-01
485           	-7.865051e-01	5.674169e-01	-1.916568e+00	-1.744789e+00	-1.717787e-01
486           	-7.866003e-01	5.673053e-01	-1.916655e+00	-1.744928e+00	-1.717270e-01
487           	-7.866761e-01	5.672733e-01	-1.916767e+00	-1.745060e+00	-1.717075e-01
488           	-7.867354e-01	5.673232e-01	-1.916948e+00	-1.745209e+00	-1.717384e-01
489           	-7.867376e-01	5.673300e-01	-1.916956e+00	-1.745215e+00	-1.717402e-01
490           	-7.868320e-01	5.671888e-01	-1.917010e+00	-1.745337e+00	-1.716730e-01
491           	-7.869064e-01	5.671419e-01	-1.917116e+00	-1.745464e+00	-1.716514e-01
492           	-7.869038e-01	5.671538e-01	-1.917120e+00	-1.745464e+00	-1.716564e-01
493           	-7.869660e-01	5.671009e-01	-1.917226e+00	-1.745579e+00	-1.716468e-01
494           	-7.870026e-01	5.670896e-01	-1.917306e+00	-1.745656e+00	-1.716504e-01
495           	-7.870012e-01	5.670950e-01	-1.917307e+00	-1.745655e+00	-1.716522e-01
496           	-7.870483e-01	5.670097e-01	-1.917345e+00	-1.745721e+00	-1.716241e-01
497           	-7.870610e-01	5.670019e-01	-1.917382e+00	-1.745752e+00	-1.716298e-01
498           	-7.870564e-01	5.670111e-01	-1.917380e+00	-1.745746e+00	-1.716335e-01
499           	-7.870626e-01	5.669145e-01	-1.917331e+00	-1.745728e+00	-1.716028e-01
500           	-7.870618e-01	5.669109e-01	-1.917323e+00	-1.745723e+00	-1.715999e-01
501           	-7.870502e-01	5.669913e-01	-1.917430e+00	-1.745765e+00	-1.716650e-01
502           	-7.870361e-01	5.670383e-01	-1.917473e+00	-1.745773e+00	-1.717003e-01
503           	-7.870352e-01	5.670406e-01	-1.917475e+00	-1.745773e+00	-1.717021e-01
504           	-7.870350e-01	5.669966e-01	-1.917463e+00	-1.745767e+00	-1.716967e-01
505           	-7.870360e-01	5.669949e-01	-1.917466e+00	-1.745769e+00	-1.716970e-01
506           	-7.870218e-01	5.670410e-01	-1.917514e+00	-1.745779e+00	-1.717352e-01
507           	-7.870205e-01	5.670417e-01	-1.917514e+00	-1.745778e+00	-1.717367e-01
508           	-7.870177e-01	5.669871e-01	-1.917462e+00	-1.745749e+00	-1.717131e-01
509           	-7.870182e-01	5.669772e-01	-1.917453e+00	-1.745745e+00	-1.717085e-01
510           	-7.869833e-01	5.671363e-01	-1.917565e+00	-1.745766e+00	-1.717993e-01
511           	-7.869820e-01	5.671417e-01	-1.917571e+00	-1.745767e+00	-1.718034e-01
512           	-7.869822e-01	5.671027e-01	-1.917529e+00	-1.745747e+00	-1.717824e-01
513           	-7.869861e-01	5.670875e-01	-1.917525e+00	-1.745749e+00	-1.717764e-01
514           	-7.869745e-01	5.672438e-01	-1.917676e+00	-1.745812e+00	-1.718634e-01
515           	-7.869731e-01	5.672489e-01	-1.917681e+00	-1.745814e+00	-1.718676e-01
516           	-7.869917e-01	5.672281e-01	-1.917688e+00	-1.745836e+00	-1.718522e-01
517           	-7.869923e-01	5.672199e-01	-1.917682e+00	-1.745833e+00	-1.718487e-01
518           	-7.870066e-01	5.673472e-01	-1.917847e+00	-1.745930e+00	-1.719168e-01
519           	-7.870075e-01	5.673483e-01	-1.917853e+00	-1.745934e+00	-1.719191e-01
520           	-7.870555e-01	5.673595e-01	-1.917954e+00	-1.746032e+00	-1.719214e-01
521           	-7.870574e-01	5.673500e-01	-1.917951e+00	-1.746033e+00	-1.719179e-01
522           	-7.870816e-01	5.674772e-01	-1.918127e+00	-1.746145e+00	-1.719819e-01
523           	-7.870813e-01	5.674801e-01	-1.918132e+00	-1.746147e+00	-1.719846e-01
524           	-7.870861e-01	5.674751e-01	-1.918138e+00	-1.746155e+00	-1.719827e-01
525           	-7.871522e-01	5.675184e-01	-1.918305e+00	-1.746305e+00	-1.720004e-01
526           	-7.871510e-01	5.675220e-01	-1.918307e+00	-1.746305e+00	-1.720027e-01
527           	-7.871560e-01	5.675144e-01	-1.918314e+00	-1.746313e+00	-1.720008e-01
528           	-7.872249e-01	5.675706e-01	-1.918488e+00	-1.746469e+00	-1.720192e-01
529           	-7.872237e-01	5.675769e-01	-1.918493e+00	-1.746470e+00	-1.720229e-01
530           	-7.873009e-01	5.675567e-01	-1.918594e+00	-1.746598e+00	-1.719963e-01
531           	-7.872989e-01	5.675537e-01	-1.918586e+00	-1.746592e+00	-1.719939e-01
532           	-7.872974e-01	5.675557e-01	-1.918586e+00	-1.746590e+00	-1.719955e-01
533           	-7.873538e-01	5.675382e-01	-1.918649e+00	-1.746678e+00	-1.719706e-01
534           	-7.873535e-01	5.675372e-01	-1.918646e+00	-1.746677e+00	-1.719697e-01
535           	-7.874141e-01	5.675651e-01	-1.918771e+00	-1.746800e+00	-1.719716e-01
536           	-7.874113e-01	5.675702e-01	-1.918770e+00	-1.746796e+00	-1.719736e-01
537           	-7.874159e-01	5.675626e-01	-1.918775e+00	-1.746803e+00	-1.719716e-01
538           	-7.874758e-01	5.675734e-01	-1.918877e+00	-1.746914e+00	-1.719629e-01
539           	-7.874747e-01	5.675748e-01	-1.918876e+00	-1.746913e+00	-1.719634e-01
540           	-7.874772e-01	5.675712e-01	-1.918880e+00	-1.746917e+00	-1.719628e-01
541           	-7.875484e-01	5.675421e-01	-1.918961e+00	-1.747029e+00	-1.719323e-01
542           	-7.875480e-01	5.675398e-01	-1.918958e+00	-1.747027e+00	-1.719311e-01
543           	-7.875688e-01	5.676176e-01	-1.919056e+00	-1.747097e+00	-1.719594e-01
544           	-7.875683e-01	5.676169e-01	-1.919056e+00	-1.747096e+00	-1.719597e-01
545           	-7.875719e-01	5.676087e-01	-1.919058e+00	-1.747101e+00	-1.719571e-01
546           	-7.876077e-01	5.676177e-01	-1.919117e+00	-1.747166e+00	-1.719506e-01
547           	-7.876073e-01	5.676200e-01	-1.919118e+00	-1.747166e+00	-1.719518e-01
548           	-7.876087e-01	5.676163e-01	-1.919118e+00	-1.747168e+00	-1.719503e-01
549           	-7.876305e-01	5.675856e-01	-1.919136e+00	-1.747198e+00	-1.719374e-01
550           	-7.876328e-01	5.675817e-01	-1.919137e+00	-1.747201e+00	-1.719356e-01
551           	-7.876522e-01	5.676140e-01	-1.919195e+00	-1.747250e+00	-1.719452e-01
552           	-7.876563e-01	5.676092e-01	-1.919198e+00	-1.747255e+00	-1.719428e-01
553           	-7.876438e-01	5.676640e-01	-1.919223e+00	-1.747255e+00	-1.719676e-01
554           	-7.876425e-01	5.676672e-01	-1.919223e+00	-1.747254e+00	-1.719689e-01
555           	-7.876446e-01	5.676354e-01	-1.919219e+00	-1.747254e+00	-1.719651e-01
556           	-7.876461e-01	5.676279e-01	-1.919216e+00	-1.747254e+00	-1.719619e-01
557           	-7.876326e-01	5.676102e-01	-1.919196e+00	-1.747231e+00	-1.719654e-01
558           	-7.876345e-01	5.676047e-01	-1.919195e+00	-1.747232e+00	-1.719632e-01
559           	-7.876385e-01	5.675918e-01	-1.919195e+00	-1.747236e+00	-1.719589e-01
560           	-7.876354e-01	5.675724e-01	-1.919181e+00	-1.747226e+00	-1.719550e-01
561           	-7.876352e-01	5.675715e-01	-1.919181e+00	-1.747226e+00	-1.719551e-01
562           	-7.876321e-01	5.675777e-01	-1.919179e+00	-1.747222e+00	-1.719576e-01
563           	-7.876035e-01	5.675642e-01	-1.919130e+00	-1.747169e+00	-1.719615e-01
564           	-7.876048e-01	5.675598e-01	-1.919129e+00	-1.747169e+00	-1.719596e-01
565           	-7.876140e-01	5.675369e-01	-1.919130e+00	-1.747179e+00	-1.719511e-01
566           	-7.875961e-01	5.675432e-01	-1.919112e+00	-1.747152e+00	-1.719597e-01
