# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
282           	1.556849e-01	4.151511e-01	6.380023e-02	1.875850e-01	-1.237848e-01
283           	1.556630e-01	4.150240e-01	6.378865e-02	1.875573e-01	-1.237686e-01
284           	1.556693e-01	4.149809e-01	6.387382e-02	1.876062e-01	-1.237324e-01
285           	1.556824e-01	4.149362e-01	6.385850e-02	1.876117e-01	-1.237532e-01
286           	1.557285e-01	4.149622e-01	6.398973e-02	1.877234e-01	-1.237336e-01
287           	1.557671e-01	4.150307e-01	6.391662e-02	1.877254e-01	-1.238087e-01
288           	1.558345e-01	4.151631e-01	6.396400e-02	1.878165e-01	-1.238525e-01
289           	1.559046e-01	4.153092e-01	6.386525e-02	1.878372e-01	-1.239719e-01
290           	1.559981e-01	4.155162e-01	6.390676e-02	1.879515e-01	-1.240447e-01
291           	1.560519e-01	4.156434e-01	6.384666e-02	1.879753e-01	-1.241286e-01
292           	1.561246e-01	4.158055e-01	6.390732e-02	1.880782e-01	-1.241709e-01
293           	1.561571e-01	4.158904e-01	6.386290e-02	1.880886e-01	-1.242257e-01
294           	1.562028e-01	4.160292e-01	6.386519e-02	1.881354e-01	-1.242702e-01
295           	1.562023e-01	4.160822e-01	6.376409e-02	1.880843e-01	-1.243202e-01
296           	1.562190e-01	4.161801e-01	6.376587e-02	1.881019e-01	-1.243360e-01
297           	1.562222e-01	4.162193e-01	6.371876e-02	1.880816e-01	-1.243629e-01
298           	1.562578e-01	4.163334e-01	6.378192e-02	1.881488e-01	-1.243669e-01
299           	1.562606e-01	4.163819e-01	6.372813e-02	1.881246e-01	-1.243965e-01
300           	1.563092e-01	4.165189e-01	6.378232e-02	1.882004e-01	-1.244181e-01
301           	1.562996e-01	4.165556e-01	6.371472e-02	1.881570e-01	-1.244423e-01
302           	1.563205e-01	4.166587e-01	6.374132e-02	1.881912e-01	-1.244498e-01
303           	1.562746e-01	4.166579e-01	6.363003e-02	1.880896e-01	-1.244596e-01
304           	1.563090e-01	4.167210e-01	6.372000e-02	1.881690e-01	-1.244490e-01
305           	1.563012e-01	4.167315e-01	6.365665e-02	1.881295e-01	-1.244729e-01
306           	1.563306e-01	4.168275e-01	6.366328e-02	1.881622e-01	-1.244989e-01
307           	1.563291e-01	4.168330e-01	6.356621e-02	1.881122e-01	-1.245460e-01
308           	1.563777e-01	4.169217e-01	6.357340e-02	1.881644e-01	-1.245910e-01
309           	1.564003e-01	4.169520e-01	6.345865e-02	1.881297e-01	-1.246710e-01
310           	1.564390e-01	4.170310e-01	6.344754e-02	1.881628e-01	-1.247153e-01
311           	1.564077e-01	4.169850e-01	6.330510e-02	1.880603e-01	-1.247552e-01
312           	1.564527e-01	4.170971e-01	6.328422e-02	1.880948e-01	-1.248106e-01
313           	1.564475e-01	4.170683e-01	6.319386e-02	1.880444e-01	-1.248506e-01
314           	1.564507e-01	4.171242e-01	6.317266e-02	1.880370e-01	-1.248644e-01
315           	1.564185e-01	4.171208e-01	6.303143e-02	1.879342e-01	-1.249027e-01
316           	1.563923e-01	4.171390e-01	6.305179e-02	1.879182e-01	-1.248664e-01
317           	1.563591e-01	4.171451e-01	6.300145e-02	1.878598e-01	-1.248583e-01
318           	1.563388e-01	4.171687e-01	6.301653e-02	1.878470e-01	-1.248305e-01
319           	1.562896e-01	4.171396e-01	6.300747e-02	1.877934e-01	-1.247859e-01
320           	1.562774e-01	4.171696e-01	6.307743e-02	1.878161e-01	-1.247387e-01
321           	1.562326e-01	4.171119e-01	6.308011e-02	1.877727e-01	-1.246926e-01
322           	1.562233e-01	4.171194e-01	6.319143e-02	1.878190e-01	-1.246276e-01
323           	1.561733e-01	4.170551e-01	6.318216e-02	1.877644e-01	-1.245822e-01
324           	1.561722e-01	4.170768e-01	6.324865e-02	1.877965e-01	-1.245478e-01
325           	1.561395e-01	4.170485e-01	6.318548e-02	1.877323e-01	-1.245468e-01
326           	1.561407e-01	4.170750e-01	6.323181e-02	1.877566e-01	-1.245248e-01
327           	1.561156e-01	4.170475e-01	6.315668e-02	1.876940e-01	-1.245373e-01
328           	1.561237e-01	4.170719e-01	6.323117e-02	1.877393e-01	-1.245081e-01
329           	1.561093e-01	4.170560e-01	6.318154e-02	1.877001e-01	-1.245186e-01
330           	1.561301e-01	4.171184e-01	6.320284e-02	1.877315e-01	-1.245287e-01
331           	1.561003e-01	4.171045e-01	6.309870e-02	1.876497e-01	-1.245510e-01
332           	1.561048e-01	4.171323e-01	6.314546e-02	1.876775e-01	-1.245320e-01
333           	1.560939e-01	4.171156e-01	6.309409e-02	1.876409e-01	-1.245469e-01
334           	1.561066e-01	4.171491e-01	6.317368e-02	1.876935e-01	-1.245198e-01
335           	1.560811e-01	4.170984e-01	6.314803e-02	1.876551e-01	-1.245071e-01
336           	1.560993e-01	4.171491e-01	6.320411e-02	1.877014e-01	-1.244973e-01
337           	1.560701e-01	4.171095e-01	6.311445e-02	1.876273e-01	-1.245128e-01
338           	1.560803e-01	4.171646e-01	6.313773e-02	1.876492e-01	-1.245114e-01
339           	1.560523e-01	4.171307e-01	6.300558e-02	1.875551e-01	-1.245496e-01
340           	1.560776e-01	4.171982e-01	6.306783e-02	1.876115e-01	-1.245436e-01
341           	1.560680e-01	4.171843e-01	6.298811e-02	1.875620e-01	-1.245739e-01
342           	1.560943e-01	4.172658e-01	6.302678e-02	1.876077e-01	-1.245809e-01
343           	1.560730e-01	4.172690e-01	6.295804e-02	1.875521e-01	-1.245940e-01
344           	1.560719e-01	4.173468e-01	6.296548e-02	1.875547e-01	-1.245892e-01
345           	1.560644e-01	4.173592e-01	6.291296e-02	1.875208e-01	-1.246079e-01
346           	1.560744e-01	4.174267e-01	6.295723e-02	1.875531e-01	-1.245958e-01
347           	1.560541e-01	4.174097e-01	6.293311e-02	1.875206e-01	-1.245875e-01
348           	1.560851e-01	4.174839e-01	6.300521e-02	1.875877e-01	-1.245825e-01
349           	1.560842e-01	4.174838e-01	6.298504e-02	1.875767e-01	-1.245916e-01
350           	1.561117e-01	4.175365e-01	6.305629e-02	1.876399e-01	-1.245836e-01
351           	1.560973e-01	4.174882e-01	6.304622e-02	1.876204e-01	-1.245742e-01
352           	1.561275e-01	4.175223e-01	6.314242e-02	1.876988e-01	-1.245563e-01
353           	1.561179e-01	4.174753e-01	6.316339e-02	1.876996e-01	-1.245362e-01
354           	1.561324e-01	4.174881e-01	6.326728e-02	1.877660e-01	-1.244987e-01
355           	1.561101e-01	4.174163e-01	6.328853e-02	1.877543e-01	-1.244658e-01
356           	1.561369e-01	4.174325e-01	6.343880e-02	1.878563e-01	-1.244175e-01
357           	1.561267e-01	4.173655e-01	6.349083e-02	1.878722e-01	-1.243813e-01
358           	1.561668e-01	4.173814e-01	6.365859e-02	1.879961e-01	-1.243375e-01
359           	1.561513e-01	4.173176e-01	6.369650e-02	1.879995e-01	-1.243030e-01
360           	1.562125e-01	4.173748e-01	6.383848e-02	1.881317e-01	-1.242932e-01
361           	1.562272e-01	4.173219e-01	6.389232e-02	1.881734e-01	-1.242810e-01
362           	1.562963e-01	4.173597e-01	6.405723e-02	1.883249e-01	-1.242677e-01
363           	1.563270e-01	4.172990e-01	6.417054e-02	1.884122e-01	-1.242417e-01
364           	1.564186e-01	4.173470e-01	6.438701e-02	1.886121e-01	-1.242251e-01
365           	1.564630e-01	4.173412e-01	6.443729e-02	1.886817e-01	-1.242444e-01
366           	1.565684e-01	4.174316e-01	6.458413e-02	1.888604e-01	-1.242763e-01
367           	1.566285e-01	4.174425e-01	6.458424e-02	1.889207e-01	-1.243364e-01
368           	1.567489e-01	4.175490e-01	6.471164e-02	1.891047e-01	-1.243930e-01
369           	1.568250e-01	4.175768e-01	6.470472e-02	1.891774e-01	-1.244727e-01
370           	1.569501e-01	4.176932e-01	6.479541e-02	1.893478e-01	-1.245524e-01
371           	1.570226e-01	4.177179e-01	6.471550e-02	1.893804e-01	-1.246649e-01
372           	1.571260e-01	4.178209e-01	6.469943e-02	1.894757e-01	-1.247763e-01
373           	1.571365e-01	4.177751e-01	6.452303e-02	1.893981e-01	-1.248750e-01
374           	1.571416e-01	4.177260e-01	6.445361e-02	1.893684e-01	-1.249148e-01
375           	1.570686e-01	4.175360e-01	6.424756e-02	1.891924e-01	-1.249448e-01
376           	1.569994e-01	4.173661e-01	6.416453e-02	1.890817e-01	-1.249171e-01
377           	1.568178e-01	4.170093e-01	6.397061e-02	1.888031e-01	-1.248325e-01
378           	1.566392e-01	4.166780e-01	6.394547e-02	1.886119e-01	-1.246665e-01
379           	1.564194e-01	4.162459e-01	6.390929e-02	1.883740e-01	-1.244648e-01
380           	1.563040e-01	4.159973e-01	6.407056e-02	1.883392e-01	-1.242687e-01
381           	1.562115e-01	4.157950e-01	6.415043e-02	1.882867e-01	-1.241362e-01
382           	1.562433e-01	4.158433e-01	6.435264e-02	1.884196e-01	-1.240670e-01
383           	1.563063e-01	4.159747e-01	6.441617e-02	1.885143e-01	-1.240982e-01
384           	1.564475e-01	4.162447e-01	6.458697e-02	1.887410e-01	-1.241540e-01
385           	1.565557e-01	4.164581e-01	6.454825e-02	1.888299e-01	-1.242816e-01
386           	1.566612e-01	4.166347e-01	6.458266e-02	1.889525e-01	-1.243699e-01
387           	1.567036e-01	4.166803e-01	6.442049e-02	1.889138e-01	-1.244933e-01
388           	1.567450e-01	4.167311e-01	6.430805e-02	1.888990e-01	-1.245910e-01
389           	1.567120e-01	4.166502e-01	6.406352e-02	1.887438e-01	-1.246803e-01
390           	1.566857e-01	4.165717e-01	6.399911e-02	1.886852e-01	-1.246861e-01
391           	1.566163e-01	4.164204e-01	6.385386e-02	1.885432e-01	-1.246893e-01
392           	1.565518e-01	4.163203e-01	6.387757e-02	1.884906e-01	-1.246130e-01
393           	1.564194e-01	4.161600e-01	6.376967e-02	1.883043e-01	-1.245346e-01
394           	1.563417e-01	4.161006e-01	6.383746e-02	1.882604e-01	-1.244229e-01
395           	1.562430e-01	4.160117e-01	6.379848e-02	1.881422e-01	-1.243437e-01
396           	1.561943e-01	4.160275e-01	6.385553e-02	1.881220e-01	-1.242665e-01
397           	1.561147e-01	4.160012e-01	6.377879e-02	1.880041e-01	-1.242253e-01
398           	1.561060e-01	4.160312e-01	6.389595e-02	1.880539e-01	-1.241580e-01
399           	1.560800e-01	4.160275e-01	6.387692e-02	1.880185e-01	-1.241416e-01
400           	1.561127e-01	4.161005e-01	6.398640e-02	1.881059e-01	-1.241195e-01
401           	1.561381e-01	4.161119e-01	6.402036e-02	1.881483e-01	-1.241279e-01
402           	1.561991e-01	4.162204e-01	6.409573e-02	1.882469e-01	-1.241512e-01
403           	1.562330e-01	4.162410e-01	6.409664e-02	1.882814e-01	-1.241847e-01
404           	1.563166e-01	4.163666e-01	6.417185e-02	1.884025e-01	-1.242306e-01
405           	1.563801e-01	4.164360e-01	6.414252e-02	1.884514e-01	-1.243089e-01
406           	1.565079e-01	4.166437e-01	6.416136e-02	1.885885e-01	-1.244272e-01
407           	1.565901e-01	4.167913e-01	6.404886e-02	1.886146e-01	-1.245657e-01
408           	1.567011e-01	4.169983e-01	6.402435e-02	1.887133e-01	-1.246889e-01
409           	1.567796e-01	4.171457e-01	6.392532e-02	1.887422e-01	-1.248169e-01
410           	1.568711e-01	4.173280e-01	6.391913e-02	1.888306e-01	-1.249115e-01
411           	1.568891e-01	4.173920e-01	6.380477e-02	1.887915e-01	-1.249868e-01
412           	1.569167e-01	4.174660e-01	6.382882e-02	1.888311e-01	-1.250023e-01
413           	1.568884e-01	4.174495e-01	6.375145e-02	1.887641e-01	-1.250126e-01
414           	1.568557e-01	4.174402e-01	6.376947e-02	1.887404e-01	-1.249710e-01
415           	1.567788e-01	4.173583e-01	6.371085e-02	1.886343e-01	-1.249234e-01
416           	1.567399e-01	4.173223e-01	6.380044e-02	1.886401e-01	-1.248397e-01
417           	1.566561e-01	4.172217e-01	6.378205e-02	1.885471e-01	-1.247651e-01
418           	1.565971e-01	4.171678e-01	6.388784e-02	1.885410e-01	-1.246532e-01
419           	1.565292e-01	4.170653e-01	6.393241e-02	1.884954e-01	-1.245630e-01
420           	1.565108e-01	4.170566e-01	6.407621e-02	1.885489e-01	-1.244727e-01
421           	1.564807e-01	4.170198e-01	6.411927e-02	1.885403e-01	-1.244211e-01
422           	1.564806e-01	4.170464e-01	6.424457e-02	1.886029e-01	-1.243584e-01
423           	1.564649e-01	4.170260e-01	6.426539e-02	1.885976e-01	-1.243322e-01
424           	1.564907e-01	4.170662e-01	6.440116e-02	1.886913e-01	-1.242901e-01
425           	1.564715e-01	4.170706e-01	6.437488e-02	1.886590e-01	-1.242841e-01
426           	1.564805e-01	4.171278e-01	6.444432e-02	1.887026e-01	-1.242583e-01
427           	1.564616e-01	4.171473e-01	6.440131e-02	1.886622e-01	-1.242609e-01
428           	1.564777e-01	4.172085e-01	6.445598e-02	1.887056e-01	-1.242497e-01
429           	1.564549e-01	4.172275e-01	6.439353e-02	1.886517e-01	-1.242581e-01
430           	1.564418e-01	4.172725e-01	6.441777e-02	1.886507e-01	-1.242329e-01
431           	1.564087e-01	4.172782e-01	6.435273e-02	1.885851e-01	-1.242324e-01
432           	1.564063e-01	4.173274e-01	6.438302e-02	1.885978e-01	-1.242148e-01
433           	1.563533e-01	4.173287e-01	6.424972e-02	1.884782e-01	-1.242284e-01
434           	1.563228e-01	4.173224e-01	6.425614e-02	1.884509e-01	-1.241948e-01
435           	1.562891e-01	4.173076e-01	6.411270e-02	1.883454e-01	-1.242327e-01
436           	1.563009e-01	4.173171e-01	6.413186e-02	1.883668e-01	-1.242349e-01
437           	1.562841e-01	4.172978e-01	6.397451e-02	1.882714e-01	-1.242969e-01
438           	1.562933e-01	4.173156e-01	6.391297e-02	1.882498e-01	-1.243368e-01
439           	1.562518e-01	4.172530e-01	6.376169e-02	1.881326e-01	-1.243709e-01
440           	1.562400e-01	4.172160e-01	6.380847e-02	1.881442e-01	-1.243357e-01
441           	1.561714e-01	4.171125e-01	6.376735e-02	1.880551e-01	-1.242878e-01
442           	1.561037e-01	4.170278e-01	6.390399e-02	1.880557e-01	-1.241517e-01
443           	1.559972e-01	4.169069e-01	6.392929e-02	1.879619e-01	-1.240326e-01
444           	1.559167e-01	4.168533e-01	6.406352e-02	1.879484e-01	-1.238849e-01
445           	1.558047e-01	4.167949e-01	6.407458e-02	1.878419e-01	-1.237674e-01
446           	1.557482e-01	4.168171e-01	6.421704e-02	1.878568e-01	-1.236397e-01
447           	1.556961e-01	4.168184e-01	6.425554e-02	1.878239e-01	-1.235683e-01
448           	1.556888e-01	4.168685e-01	6.439254e-02	1.878851e-01	-1.234926e-01
449           	1.556580e-01	4.168539e-01	6.437251e-02	1.878443e-01	-1.234718e-01
450           	1.556607e-01	4.168708e-01	6.444522e-02	1.878833e-01	-1.234381e-01
451           	1.556430e-01	4.168273e-01	6.441440e-02	1.878502e-01	-1.234358e-01
452           	1.556896e-01	4.168629e-01	6.454132e-02	1.879603e-01	-1.234190e-01
453           	1.557414e-01	4.168844e-01	6.461111e-02	1.880470e-01	-1.234358e-01
454           	1.558502e-01	4.170135e-01	6.480682e-02	1.882536e-01	-1.234467e-01
455           	1.559481e-01	4.171201e-01	6.486670e-02	1.883814e-01	-1.235147e-01
456           	1.560873e-01	4.173122e-01	6.495971e-02	1.885672e-01	-1.236075e-01
457           	1.561807e-01	4.174082e-01	6.487533e-02	1.886183e-01	-1.237430e-01
458           	1.562627e-01	4.174637e-01	6.486667e-02	1.886960e-01	-1.238293e-01
459           	1.562760e-01	4.173624e-01	6.473673e-02	1.886443e-01	-1.239076e-01
460           	1.562723e-01	4.172230e-01	6.472123e-02	1.886330e-01	-1.239117e-01
461           	1.561931e-01	4.169407e-01	6.458496e-02	1.884855e-01	-1.239006e-01
462           	1.561030e-01	4.166705e-01	6.449732e-02	1.883517e-01	-1.238544e-01
463           	1.559581e-01	4.162798e-01	6.433796e-02	1.881270e-01	-1.237891e-01
464           	1.558505e-01	4.159612e-01	6.429919e-02	1.880001e-01	-1.237009e-01
465           	1.557200e-01	4.156039e-01	6.419109e-02	1.878155e-01	-1.236244e-01
466           	1.556266e-01	4.153274e-01	6.422205e-02	1.877376e-01	-1.235155e-01
467           	1.555369e-01	4.150253e-01	6.418557e-02	1.876297e-01	-1.234441e-01
468           	1.554932e-01	4.148037e-01	6.428913e-02	1.876377e-01	-1.233486e-01
469           	1.554111e-01	4.145266e-01	6.428279e-02	1.875525e-01	-1.232697e-01
470           	1.553842e-01	4.143199e-01	6.446131e-02	1.876148e-01	-1.231535e-01
471           	1.553631e-01	4.141454e-01	6.451788e-02	1.876220e-01	-1.231041e-01
472           	1.554190e-01	4.141564e-01	6.465730e-02	1.877476e-01	-1.230903e-01
473           	1.554817e-01	4.141924e-01	6.464084e-02	1.878021e-01	-1.231613e-01
474           	1.555951e-01	4.143711e-01	6.466012e-02	1.879251e-01	-1.232650e-01
475           	1.556744e-01	4.144520e-01	6.453922e-02	1.879441e-01	-1.234048e-01
476           	1.557734e-01	4.145864e-01	6.451063e-02	1.880287e-01	-1.235181e-01
477           	1.558298e-01	4.146571e-01	6.431946e-02	1.879896e-01	-1.236701e-01
478           	1.558609e-01	4.147380e-01	6.422989e-02	1.879758e-01	-1.237459e-01
479           	1.558689e-01	4.147391e-01	6.410111e-02	1.879194e-01	-1.238183e-01
480           	1.558825e-01	4.147998e-01	6.412485e-02	1.879449e-01	-1.238201e-01
481           	1.558392e-01	4.147627e-01	6.409860e-02	1.878885e-01	-1.237899e-01
482           	1.558070e-01	4.147941e-01	6.420205e-02	1.879080e-01	-1.237060e-01
483           	1.557654e-01	4.147918e-01	6.422082e-02	1.878758e-01	-1.236550e-01
484           	1.557601e-01	4.148829e-01	6.432176e-02	1.879210e-01	-1.235993e-01
485           	1.557373e-01	4.149103e-01	6.430759e-02	1.878911e-01	-1.235835e-01
486           	1.557818e-01	4.150619e-01	6.438689e-02	1.879752e-01	-1.235883e-01
487           	1.558288e-01	4.151760e-01	6.432385e-02	1.879908e-01	-1.236669e-01
488           	1.559100e-01	4.153813e-01	6.430952e-02	1.880648e-01	-1.237553e-01
489           	1.559728e-01	4.155098e-01	6.423551e-02	1.880906e-01	-1.238550e-01
490           	1.560640e-01	4.156877e-01	6.427131e-02	1.881997e-01	-1.239284e-01
491           	1.561147e-01	4.157788e-01	6.421488e-02	1.882222e-01	-1.240073e-01
492           	1.561653e-01	4.159016e-01	6.426962e-02	1.883001e-01	-1.240305e-01
493           	1.561967e-01	4.159287e-01	6.426695e-02	1.883301e-01	-1.240632e-01
494           	1.562834e-01	4.160634e-01	6.437588e-02	1.884713e-01	-1.240955e-01
495           	1.563418e-01	4.161508e-01	6.433915e-02	1.885114e-01	-1.241722e-01
496           	1.564203e-01	4.162553e-01	6.443409e-02	1.886373e-01	-1.242032e-01
497           	1.564993e-01	4.163118e-01	6.443672e-02	1.887176e-01	-1.242809e-01
498           	1.566107e-01	4.164209e-01	6.454848e-02	1.888849e-01	-1.243364e-01
499           	1.566784e-01	4.164728e-01	6.447535e-02	1.889161e-01	-1.244407e-01
500           	1.567508e-01	4.165482e-01	6.449070e-02	1.889962e-01	-1.245054e-01
